pctf,data,intrare_day,iesire_day,total_day,cet_md,cet_ro,cet_ua,cet_ue,cet_other,zi_sapt,month,is_weekend
MIRNOE,2025-09-30,197,207,404,132,8,225,13,26,2,9,0
MIRNOE,2025-10-01,227,250,477,164,2,285,6,20,3,10,0
MIRNOE,2025-10-02,205,179,384,99,2,259,5,19,4,10,0
MIRNOE,2025-10-03,278,258,536,195,1,314,7,19,5,10,0
MIRNOE,2025-10-04,339,315,654,332,10,265,20,27,6,10,1
MIRNOE,2025-10-05,410,409,819,424,16,348,11,20,7,10,1
MIRNOE,2025-10-06,140,179,319,49,7,233,12,18,1,10,0
MIRNOE,2025-10-07,253,210,463,158,0,255,26,24,2,10,0
MIRNOE,2025-10-08,239,218,457,137,4,284,7,25,3,10,0
MIRNOE,2025-10-09,215,230,445,162,1,257,9,16,4,10,0
MIRNOE,2025-10-10,276,270,546,232,18,266,5,25,5,10,0
MIRNOE,2025-10-11,368,357,725,401,17,273,10,24,6,10,1
MIRNOE,2025-10-12,374,367,741,358,26,330,9,18,7,10,1
MIRNOE,2025-10-13,128,191,319,70,6,224,4,15,1,10,0
MIRNOE,2025-10-14,231,155,386,167,5,165,22,27,2,10,0
MIRNOE,2025-10-15,226,225,451,164,6,248,10,23,3,10,0
MIRNOE,2025-10-16,184,183,367,135,0,206,2,24,4,10,0
MIRNOE,2025-10-17,341,259,600,205,9,353,6,27,5,10,0
MIRNOE,2025-10-18,318,323,641,281,3,328,7,22,6,10,1
MIRNOE,2025-10-19,420,440,860,409,10,380,25,36,7,10,1
MIRNOE,2025-10-20,140,152,292,53,0,210,8,21,1,10,0
MIRNOE,2025-10-21,213,208,421,103,0,292,7,19,2,10,0
MIRNOE,2025-10-22,226,237,463,140,3,284,10,26,3,10,0
MIRNOE,2025-10-23,321,256,577,252,4,284,8,29,4,10,0
MIRNOE,2025-10-24,276,324,600,198,6,360,13,23,5,10,0
MIRNOE,2025-10-25,378,327,705,244,12,411,13,25,6,10,1
MIRNOE,2025-10-26,447,360,807,363,15,392,14,23,7,10,1
MIRNOE,2025-10-27,213,170,383,87,2,275,2,17,1,10,0
MIRNOE,2025-10-28,271,221,492,131,8,308,8,37,2,10,0
MIRNOE,2025-10-29,253,253,506,176,14,284,8,24,3,10,0
MIRNOE,2025-10-30,279,266,545,192,3,318,14,18,4,10,0
MIRNOE,2025-10-31,290,298,588,256,7,294,8,23,5,10,0
MIRNOE,2025-11-01,333,345,678,288,4,350,12,24,6,11,1
MIRNOE,2025-11-02,391,345,736,267,20,413,9,27,7,11,1
MIRNOE,2025-11-03,123,206,329,70,0,231,6,22,1,11,0
MIRNOE,2025-11-04,248,223,471,178,3,252,13,25,2,11,0
MIRNOE,2025-11-05,250,255,505,182,2,290,6,25,3,11,0
MIRNOE,2025-11-06,211,179,390,158,6,197,5,24,4,11,0
MIRNOE,2025-11-07,251,190,441,155,7,254,6,19,5,11,0
MIRNOE,2025-11-08,562,349,911,352,35,487,12,25,6,11,1
MIRNOE,2025-11-09,325,525,850,280,22,509,14,25,7,11,1
MIRNOE,2025-11-10,168,187,355,56,3,265,5,26,1,11,0
MIRNOE,2025-11-11,204,212,416,145,8,229,5,29,2,11,0
MIRNOE,2025-11-12,232,206,438,175,6,229,4,24,3,11,0
MIRNOE,2025-11-13,286,189,475,221,3,213,14,24,4,11,0
MIRNOE,2025-11-14,230,225,455,160,4,258,4,29,5,11,0
MIRNOE,2025-11-15,331,288,619,268,15,315,3,18,6,11,1
MIRNOE,2025-11-16,395,396,791,331,8,421,7,24,7,11,1
MIRNOE,2025-11-17,164,162,326,62,3,241,4,16,1,11,0
MIRNOE,2025-11-18,214,169,383,126,3,233,3,18,2,11,0
MIRNOE,2025-11-19,205,178,383,138,1,221,6,17,3,11,0
MIRNOE,2025-11-20,252,174,426,151,5,235,12,23,4,11,0
MIRNOE,2025-11-21,254,280,534,162,1,341,9,21,5,11,0
MIRNOE,2025-11-22,410,302,712,306,12,359,5,30,6,11,1
MIRNOE,2025-11-23,306,434,740,280,5,424,11,20,7,11,1
MIRNOE,2025-11-24,136,175,311,49,0,233,2,27,1,11,0
MIRNOE,2025-11-25,173,190,363,90,4,237,6,26,2,11,0
MIRNOE,2025-11-26,238,201,439,152,8,252,9,18,3,11,0
MIRNOE,2025-11-27,215,191,406,131,3,240,9,23,4,11,0
MIRNOE,2025-11-28,306,276,582,244,5,308,4,21,5,11,0
MIRNOE,2025-11-29,368,296,664,233,6,385,7,33,6,11,1
MIRNOE,2025-11-30,227,291,518,185,6,292,14,21,7,11,1
OCNITA,2022-12-01,63,84,147,99,2,36,0,10,4,12,0
OCNITA,2022-12-02,36,43,79,53,2,18,0,6,5,12,0
OCNITA,2022-12-03,118,137,255,207,0,38,0,10,6,12,1
OCNITA,2022-12-04,69,69,138,102,0,29,0,7,7,12,1
OCNITA,2022-12-05,43,49,92,50,7,26,1,8,1,12,0
OCNITA,2022-12-06,40,41,81,47,1,27,0,6,2,12,0
OCNITA,2022-12-07,55,68,123,82,4,27,0,10,3,12,0
OCNITA,2022-12-08,82,93,175,92,3,68,0,12,4,12,0
OCNITA,2022-12-09,72,87,159,100,2,48,0,9,5,12,0
OCNITA,2022-12-10,103,111,214,184,0,21,1,8,6,12,1
OCNITA,2022-12-11,100,80,180,136,0,33,2,9,7,12,1
OCNITA,2022-12-12,48,59,107,57,3,34,0,13,1,12,0
OCNITA,2022-12-13,81,90,171,143,1,20,0,7,2,12,0
OCNITA,2022-12-14,47,57,104,68,1,24,0,11,3,12,0
OCNITA,2022-12-15,48,66,114,71,0,34,0,9,4,12,0
OCNITA,2022-12-16,57,63,120,87,1,23,0,9,5,12,0
OCNITA,2022-12-17,145,181,326,271,0,39,0,16,6,12,1
OCNITA,2022-12-18,80,88,168,92,0,62,1,13,7,12,1
OCNITA,2022-12-19,65,71,136,93,0,32,0,11,1,12,0
OCNITA,2022-12-20,82,87,169,89,1,66,0,13,2,12,0
OCNITA,2022-12-21,78,65,143,86,0,45,0,12,3,12,0
OCNITA,2022-12-22,52,61,113,75,5,24,0,9,4,12,0
OCNITA,2022-12-23,80,87,167,105,0,42,2,18,5,12,0
OCNITA,2022-12-24,150,163,313,266,0,37,0,10,6,12,1
OCNITA,2022-12-25,94,97,191,128,0,54,0,9,7,12,1
OCNITA,2022-12-26,59,71,130,73,0,50,0,7,1,12,0
OCNITA,2022-12-27,140,148,288,199,0,78,0,11,2,12,0
OCNITA,2022-12-28,100,127,227,155,2,57,2,11,3,12,0
OCNITA,2022-12-29,111,118,229,156,0,53,0,20,4,12,0
OCNITA,2022-12-30,84,109,193,142,1,36,1,13,5,12,0
OCNITA,2022-12-31,85,104,189,148,2,20,0,19,6,12,1
OCNITA,2023-01-01,18,20,38,19,1,15,0,3,7,1,1
OCNITA,2023-01-02,62,69,131,79,0,44,0,8,1,1,0
OCNITA,2023-01-03,111,108,219,131,2,73,0,13,2,1,0
OCNITA,2023-01-04,131,120,251,177,0,61,2,11,3,1,0
OCNITA,2023-01-05,88,100,188,127,4,47,0,10,4,1,0
OCNITA,2023-01-06,88,123,211,157,0,34,0,20,5,1,0
OCNITA,2023-01-07,69,58,127,87,1,31,0,8,6,1,1
OCNITA,2023-01-08,74,67,141,85,1,42,1,12,7,1,1
OCNITA,2023-01-09,70,91,161,85,1,63,1,11,1,1,0
OCNITA,2023-01-10,64,83,147,73,4,57,0,13,2,1,0
OCNITA,2023-01-11,48,53,101,56,0,34,1,10,3,1,0
OCNITA,2023-01-12,114,112,226,122,0,94,0,10,4,1,0
OCNITA,2023-01-13,98,104,202,140,3,51,0,8,5,1,0
OCNITA,2023-01-14,116,122,238,179,6,46,0,7,6,1,1
OCNITA,2023-01-15,55,68,123,79,1,36,0,7,7,1,1
OCNITA,2023-01-16,21,12,33,14,0,16,0,3,1,1,0
OCNITA,2023-01-17,16,13,29,20,0,7,0,2,2,1,0
OCNITA,2023-01-18,131,121,252,153,5,82,0,12,3,1,0
OCNITA,2023-01-19,75,91,166,103,3,50,0,10,4,1,0
OCNITA,2023-01-20,71,93,164,128,0,30,0,6,5,1,0
OCNITA,2023-01-21,98,110,208,176,0,24,0,8,6,1,1
OCNITA,2023-01-22,66,78,144,113,0,22,0,9,7,1,1
OCNITA,2023-01-23,30,31,61,25,0,26,0,10,1,1,0
OCNITA,2023-01-24,56,73,129,81,0,42,0,6,2,1,0
OCNITA,2023-01-25,68,73,141,60,0,58,0,23,3,1,0
OCNITA,2023-01-26,61,67,128,92,0,32,0,4,4,1,0
OCNITA,2023-01-27,55,87,142,82,0,48,0,12,5,1,0
OCNITA,2023-01-28,112,124,236,195,0,27,0,14,6,1,1
OCNITA,2023-01-29,78,84,162,136,0,20,0,6,7,1,1
OCNITA,2023-01-30,56,71,127,81,0,27,0,19,1,1,0
OCNITA,2023-01-31,64,72,136,66,0,58,0,12,2,1,0
OCNITA,2023-02-01,66,61,127,78,0,41,0,8,3,2,0
OCNITA,2023-02-02,61,61,122,81,0,33,0,8,4,2,0
OCNITA,2023-02-03,75,86,161,134,0,18,0,9,5,2,0
OCNITA,2023-02-04,127,141,268,208,1,47,0,12,6,2,1
OCNITA,2023-02-05,73,74,147,123,0,19,0,5,7,2,1
OCNITA,2023-02-06,45,49,94,61,0,25,0,8,1,2,0
OCNITA,2023-02-07,45,68,113,80,0,26,0,7,2,2,0
OCNITA,2023-02-08,59,64,123,108,0,11,0,4,3,2,0
OCNITA,2023-02-09,93,95,188,92,8,73,0,15,4,2,0
OCNITA,2023-02-10,45,79,124,74,0,41,0,9,5,2,0
OCNITA,2023-02-11,112,131,243,203,0,29,0,11,6,2,1
OCNITA,2023-02-12,28,51,79,51,0,22,0,6,7,2,1
OCNITA,2023-02-13,70,74,144,97,0,35,0,12,1,2,0
OCNITA,2023-02-14,69,81,150,89,0,50,0,11,2,2,0
OCNITA,2023-02-15,72,84,156,110,0,37,0,9,3,2,0
OCNITA,2023-02-16,67,72,139,85,0,39,0,15,4,2,0
OCNITA,2023-02-17,90,102,192,137,1,34,0,20,5,2,0
OCNITA,2023-02-18,114,140,254,221,1,22,0,10,6,2,1
OCNITA,2023-02-19,69,82,151,115,0,30,0,6,7,2,1
OCNITA,2023-02-20,72,67,139,93,0,35,0,11,1,2,0
OCNITA,2023-02-21,76,89,165,100,2,40,0,23,2,2,0
OCNITA,2023-02-22,64,68,132,73,1,42,0,16,3,2,0
OCNITA,2023-02-23,53,62,115,63,1,43,0,8,4,2,0
OCNITA,2023-02-24,37,39,76,37,0,28,0,11,5,2,0
OCNITA,2023-02-25,161,181,342,301,0,27,1,13,6,2,1
OCNITA,2023-02-26,79,59,138,92,0,38,0,8,7,2,1
OCNITA,2023-02-27,49,71,120,74,2,31,1,12,1,2,0
OCNITA,2023-02-28,55,64,119,68,0,42,0,9,2,2,0
OCNITA,2023-03-01,70,74,144,109,0,27,0,8,3,3,0
OCNITA,2023-03-02,49,57,106,78,0,21,1,6,4,3,0
OCNITA,2023-03-03,55,83,138,93,0,33,0,12,5,3,0
OCNITA,2023-03-04,134,152,286,226,0,38,0,22,6,3,1
OCNITA,2023-03-05,53,64,117,68,0,41,0,8,7,3,1
OCNITA,2023-03-06,55,54,109,61,0,37,1,10,1,3,0
OCNITA,2023-03-07,57,89,146,96,0,39,0,11,2,3,0
OCNITA,2023-03-08,35,53,88,64,0,16,0,8,3,3,0
OCNITA,2023-03-09,82,105,187,140,0,36,0,11,4,3,0
OCNITA,2023-03-10,63,63,126,77,0,38,0,11,5,3,0
OCNITA,2023-03-11,150,153,303,267,0,25,0,11,6,3,1
OCNITA,2023-03-12,52,64,116,82,5,19,1,9,7,3,1
OCNITA,2023-03-13,63,74,137,78,0,49,0,10,1,3,0
OCNITA,2023-03-14,54,63,117,64,0,45,0,8,2,3,0
OCNITA,2023-03-15,88,96,184,156,0,20,0,8,3,3,0
OCNITA,2023-03-16,72,76,148,114,0,24,0,10,4,3,0
OCNITA,2023-03-17,51,48,99,66,0,27,0,6,5,3,0
OCNITA,2023-03-18,159,172,331,309,0,15,0,7,6,3,1
OCNITA,2023-03-19,89,93,182,144,0,30,0,8,7,3,1
OCNITA,2023-03-20,62,68,130,62,0,60,0,8,1,3,0
OCNITA,2023-03-21,45,56,101,69,0,25,0,7,2,3,0
OCNITA,2023-03-22,78,96,174,106,0,59,0,9,3,3,0
OCNITA,2023-03-23,63,84,147,102,0,36,0,9,4,3,0
OCNITA,2023-03-24,56,75,131,87,0,35,0,9,5,3,0
OCNITA,2023-03-25,149,153,302,258,6,28,0,10,6,3,1
OCNITA,2023-03-26,74,86,160,116,1,33,0,10,7,3,1
OCNITA,2023-03-27,38,62,100,64,0,27,0,9,1,3,0
OCNITA,2023-03-28,43,47,90,66,0,17,0,7,2,3,0
OCNITA,2023-03-29,44,62,106,66,0,25,0,15,3,3,0
OCNITA,2023-03-30,102,97,199,148,0,41,0,10,4,3,0
OCNITA,2023-03-31,78,112,190,123,2,54,0,11,5,3,0
OCNITA,2023-04-01,222,223,445,395,4,37,0,9,6,4,1
OCNITA,2023-04-02,113,134,247,170,5,58,2,12,7,4,1
OCNITA,2023-04-03,54,60,114,87,0,18,0,9,1,4,0
OCNITA,2023-04-04,56,69,125,92,2,20,0,11,2,4,0
OCNITA,2023-04-05,29,36,65,57,0,5,0,3,3,4,0
OCNITA,2023-04-06,67,79,146,129,0,10,0,7,4,4,0
OCNITA,2023-04-07,114,128,242,209,0,23,0,10,5,4,0
OCNITA,2023-04-08,239,245,484,436,0,36,0,12,6,4,1
OCNITA,2023-04-09,109,117,226,172,0,38,0,16,7,4,1
OCNITA,2023-04-10,80,110,190,138,0,42,0,10,1,4,0
OCNITA,2023-04-11,94,111,205,169,1,24,0,11,2,4,0
OCNITA,2023-04-12,128,143,271,229,0,30,0,12,3,4,0
OCNITA,2023-04-13,105,108,213,164,0,38,0,11,4,4,0
OCNITA,2023-04-14,111,122,233,180,0,41,0,12,5,4,0
OCNITA,2023-04-15,104,125,229,198,0,25,1,5,6,4,1
OCNITA,2023-04-16,55,85,140,87,0,45,0,8,7,4,1
OCNITA,2023-04-17,107,127,234,171,2,46,2,13,1,4,0
OCNITA,2023-04-18,115,129,244,189,5,39,0,11,2,4,0
OCNITA,2023-04-19,80,98,178,128,2,33,0,15,3,4,0
OCNITA,2023-04-20,135,141,276,226,3,36,1,10,4,4,0
OCNITA,2023-04-21,80,99,179,137,1,32,0,9,5,4,0
OCNITA,2023-04-22,236,229,465,380,1,70,0,14,6,4,1
OCNITA,2023-04-23,156,161,317,158,0,145,0,14,7,4,1
OCNITA,2023-04-24,75,85,160,104,6,39,0,11,1,4,0
OCNITA,2023-04-25,67,81,148,83,1,53,0,11,2,4,0
OCNITA,2023-04-26,75,96,171,122,0,40,0,9,3,4,0
OCNITA,2023-04-27,66,102,168,131,0,27,1,9,4,4,0
OCNITA,2023-04-28,63,73,136,93,0,36,0,7,5,4,0
OCNITA,2023-04-29,141,168,309,251,2,45,0,11,6,4,1
OCNITA,2023-04-30,97,97,194,147,0,36,0,11,7,4,1
OCNITA,2023-05-01,75,65,140,104,3,23,0,10,1,5,0
OCNITA,2023-05-02,71,97,168,113,0,43,0,12,2,5,0
OCNITA,2023-05-03,58,71,129,98,0,22,0,9,3,5,0
OCNITA,2023-05-04,89,93,182,133,0,39,0,10,4,5,0
OCNITA,2023-05-05,75,67,142,112,0,23,0,7,5,5,0
OCNITA,2023-05-06,165,184,349,272,2,58,0,17,6,5,1
OCNITA,2023-05-07,57,70,127,87,0,33,0,7,7,5,1
OCNITA,2023-05-08,89,96,185,126,4,47,0,8,1,5,0
OCNITA,2023-05-09,63,74,137,108,0,22,0,7,2,5,0
OCNITA,2023-05-10,68,83,151,107,0,35,0,9,3,5,0
OCNITA,2023-05-11,89,103,192,143,0,33,2,14,4,5,0
OCNITA,2023-05-12,74,95,169,122,1,35,0,11,5,5,0
OCNITA,2023-05-13,102,110,212,193,3,9,0,7,6,5,1
OCNITA,2023-05-14,78,88,166,113,0,38,0,15,7,5,1
OCNITA,2023-05-15,44,46,90,72,2,10,0,6,1,5,0
OCNITA,2023-05-16,93,94,187,141,1,28,1,16,2,5,0
OCNITA,2023-05-17,58,70,128,96,0,19,0,13,3,5,0
OCNITA,2023-05-18,72,86,158,136,0,12,0,10,4,5,0
OCNITA,2023-05-19,99,96,195,153,5,28,0,9,5,5,0
OCNITA,2023-05-20,176,196,372,339,0,24,0,9,6,5,1
OCNITA,2023-05-21,72,83,155,110,0,34,0,11,7,5,1
OCNITA,2023-05-22,88,96,184,110,0,62,0,12,1,5,0
OCNITA,2023-05-23,81,86,167,137,1,19,0,10,2,5,0
OCNITA,2023-05-24,59,81,140,114,2,17,0,7,3,5,0
OCNITA,2023-05-25,105,109,214,161,0,41,0,12,4,5,0
OCNITA,2023-05-26,53,58,111,69,2,29,1,10,5,5,0
OCNITA,2023-05-27,220,240,460,352,0,95,0,13,6,5,1
OCNITA,2023-05-28,129,127,256,190,2,49,2,13,7,5,1
OCNITA,2023-05-29,62,70,132,93,1,29,0,9,1,5,0
OCNITA,2023-05-30,80,82,162,110,0,41,0,11,2,5,0
OCNITA,2023-05-31,65,69,134,102,3,20,0,9,3,5,0
OCNITA,2023-06-01,92,93,185,152,1,22,0,10,4,6,0
OCNITA,2023-06-02,121,124,245,193,0,40,0,12,5,6,0
OCNITA,2023-06-03,202,227,429,361,3,50,2,13,6,6,1
OCNITA,2023-06-04,127,105,232,140,1,74,2,15,7,6,1
OCNITA,2023-06-05,93,89,182,110,0,58,1,13,1,6,0
OCNITA,2023-06-06,92,89,181,117,1,52,0,11,2,6,0
OCNITA,2023-06-07,104,90,194,145,3,33,2,11,3,6,0
OCNITA,2023-06-08,99,111,210,140,3,50,0,17,4,6,0
OCNITA,2023-06-09,85,103,188,149,0,31,0,8,5,6,0
OCNITA,2023-06-10,187,185,372,320,0,41,0,11,6,6,1
OCNITA,2023-06-11,119,136,255,200,4,39,0,12,7,6,1
OCNITA,2023-06-12,98,95,193,138,0,45,0,10,1,6,0
OCNITA,2023-06-13,69,71,140,102,0,30,0,8,2,6,0
OCNITA,2023-06-14,116,115,231,186,2,32,0,11,3,6,0
OCNITA,2023-06-15,98,89,187,124,0,51,0,12,4,6,0
OCNITA,2023-06-16,133,154,287,171,0,103,0,13,5,6,0
OCNITA,2023-06-17,189,177,366,293,6,53,0,14,6,6,1
OCNITA,2023-06-18,140,161,301,230,1,55,0,15,7,6,1
OCNITA,2023-06-19,61,61,122,86,2,26,0,8,1,6,0
OCNITA,2023-06-20,98,103,201,136,0,54,0,11,2,6,0
OCNITA,2023-06-21,86,109,195,103,0,79,0,13,3,6,0
OCNITA,2023-06-22,71,94,165,115,2,37,0,11,4,6,0
OCNITA,2023-06-23,80,85,165,123,0,33,1,8,5,6,0
OCNITA,2023-06-24,155,161,316,261,3,43,0,9,6,6,1
OCNITA,2023-06-25,120,103,223,110,4,93,1,15,7,6,1
OCNITA,2023-06-26,82,77,159,76,0,73,0,10,1,6,0
OCNITA,2023-06-27,79,103,182,113,2,51,0,16,2,6,0
OCNITA,2023-06-28,140,135,275,195,1,68,0,11,3,6,0
OCNITA,2023-06-29,93,125,218,147,0,57,0,14,4,6,0
OCNITA,2023-06-30,105,110,215,139,0,65,0,11,5,6,0
OCNITA,2023-07-01,199,219,418,351,2,49,0,16,6,7,1
OCNITA,2023-07-02,141,146,287,177,3,90,0,17,7,7,1
OCNITA,2023-07-03,60,85,145,88,2,44,0,11,1,7,0
OCNITA,2023-07-04,98,100,198,138,2,45,2,11,2,7,0
OCNITA,2023-07-05,97,101,198,143,0,45,1,9,3,7,0
OCNITA,2023-07-06,114,119,233,147,2,70,0,14,4,7,0
OCNITA,2023-07-07,122,130,252,149,6,81,1,15,5,7,0
OCNITA,2023-07-08,176,207,383,328,1,41,0,13,6,7,1
OCNITA,2023-07-09,110,127,237,170,1,51,4,11,7,7,1
OCNITA,2023-07-10,94,77,171,97,0,54,1,19,1,7,0
OCNITA,2023-07-11,78,92,170,112,0,48,0,10,2,7,0
OCNITA,2023-07-12,174,169,343,267,0,63,1,12,3,7,0
OCNITA,2023-07-13,104,110,214,123,2,73,0,16,4,7,0
OCNITA,2023-07-14,87,83,170,108,0,49,2,11,5,7,0
OCNITA,2023-07-15,159,189,348,282,2,52,0,12,6,7,1
OCNITA,2023-07-16,146,132,278,174,2,78,7,17,7,7,1
OCNITA,2023-07-17,75,93,168,86,0,65,0,17,1,7,0
OCNITA,2023-07-18,99,120,219,129,4,74,0,12,2,7,0
OCNITA,2023-07-19,82,93,175,106,3,44,4,18,3,7,0
OCNITA,2023-07-20,120,140,260,163,0,80,2,15,4,7,0
OCNITA,2023-07-21,121,137,258,116,1,124,0,17,5,7,0
OCNITA,2023-07-22,189,185,374,301,1,58,1,13,6,7,1
OCNITA,2023-07-23,82,116,198,114,2,70,2,10,7,7,1
OCNITA,2023-07-24,68,73,141,78,2,47,0,14,1,7,0
OCNITA,2023-07-25,88,116,204,120,0,70,0,14,2,7,0
OCNITA,2023-07-26,106,117,223,146,0,65,0,12,3,7,0
OCNITA,2023-07-27,90,104,194,143,1,38,0,12,4,7,0
OCNITA,2023-07-28,102,126,228,140,0,75,0,13,5,7,0
OCNITA,2023-07-29,173,179,352,289,3,49,0,11,6,7,1
OCNITA,2023-07-30,126,136,262,135,3,106,2,16,7,7,1
OCNITA,2023-07-31,117,117,234,124,0,97,0,13,1,7,0
OCNITA,2023-08-01,91,93,184,110,2,60,0,12,2,8,0
OCNITA,2023-08-02,114,139,253,165,1,72,0,15,3,8,0
OCNITA,2023-08-03,100,131,231,159,0,44,3,25,4,8,0
OCNITA,2023-08-04,130,145,275,215,2,36,3,19,5,8,0
OCNITA,2023-08-05,153,177,330,279,0,39,2,10,6,8,1
OCNITA,2023-08-06,118,96,214,137,1,65,2,9,7,8,1
OCNITA,2023-08-07,67,117,184,113,3,55,0,13,1,8,0
OCNITA,2023-08-08,108,107,215,153,1,48,0,13,2,8,0
OCNITA,2023-08-09,122,151,273,176,0,75,4,18,3,8,0
OCNITA,2023-08-10,111,119,230,131,0,83,4,12,4,8,0
OCNITA,2023-08-11,115,112,227,116,1,95,1,14,5,8,0
OCNITA,2023-08-12,186,209,395,334,2,44,0,15,6,8,1
OCNITA,2023-08-13,143,148,291,200,0,78,1,12,7,8,1
OCNITA,2023-08-14,89,89,178,110,3,51,2,12,1,8,0
OCNITA,2023-08-15,89,112,201,146,4,40,1,10,2,8,0
OCNITA,2023-08-16,120,113,233,166,1,55,0,11,3,8,0
OCNITA,2023-08-17,119,134,253,189,6,41,0,17,4,8,0
OCNITA,2023-08-18,117,138,255,179,3,55,1,17,5,8,0
OCNITA,2023-08-19,190,219,409,343,2,50,0,14,6,8,1
OCNITA,2023-08-20,136,112,248,175,0,60,0,13,7,8,1
OCNITA,2023-08-21,80,111,191,138,0,43,0,10,1,8,0
OCNITA,2023-08-22,103,118,221,168,2,39,0,12,2,8,0
OCNITA,2023-08-23,103,102,205,168,1,21,0,15,3,8,0
OCNITA,2023-08-24,85,102,187,111,0,63,0,13,4,8,0
OCNITA,2023-08-25,114,138,252,161,7,65,1,18,5,8,0
OCNITA,2023-08-26,168,194,362,310,2,40,0,10,6,8,1
OCNITA,2023-08-27,176,155,331,190,4,118,0,19,7,8,1
OCNITA,2023-08-28,78,101,179,122,0,47,0,10,1,8,0
OCNITA,2023-08-29,102,110,212,131,7,60,1,13,2,8,0
OCNITA,2023-08-30,108,124,232,164,0,57,0,11,3,8,0
OCNITA,2023-08-31,159,191,350,258,1,70,4,17,4,8,0
OCNITA,2023-09-01,71,81,152,99,0,42,1,10,5,9,0
OCNITA,2023-09-02,139,166,305,265,2,28,0,10,6,9,1
OCNITA,2023-09-03,116,144,260,176,2,65,1,16,7,9,1
OCNITA,2023-09-04,85,73,158,114,0,33,1,10,1,9,0
OCNITA,2023-09-05,91,92,183,131,0,33,4,15,2,9,0
OCNITA,2023-09-06,108,107,215,148,0,54,0,13,3,9,0
OCNITA,2023-09-07,85,101,186,118,1,43,6,18,4,9,0
OCNITA,2023-09-08,95,119,214,139,1,60,1,13,5,9,0
OCNITA,2023-09-09,223,206,429,383,1,31,3,11,6,9,1
OCNITA,2023-09-10,104,147,251,153,1,72,12,13,7,9,1
OCNITA,2023-09-11,86,111,197,131,0,49,3,14,1,9,0
OCNITA,2023-09-12,70,81,151,110,0,32,0,9,2,9,0
OCNITA,2023-09-13,64,67,131,76,4,42,0,9,3,9,0
OCNITA,2023-09-14,77,98,175,125,4,33,0,13,4,9,0
OCNITA,2023-09-15,92,103,195,134,3,43,1,14,5,9,0
OCNITA,2023-09-16,185,183,368,314,0,41,0,13,6,9,1
OCNITA,2023-09-17,118,135,253,175,4,60,1,13,7,9,1
OCNITA,2023-09-18,252,109,361,126,4,90,5,136,1,9,0
OCNITA,2023-09-19,90,79,169,118,1,35,0,15,2,9,0
OCNITA,2023-09-20,84,102,186,151,0,19,0,16,3,9,0
OCNITA,2023-09-21,104,105,209,162,0,33,0,14,4,9,0
OCNITA,2023-09-22,79,77,156,96,2,45,0,13,5,9,0
OCNITA,2023-09-23,182,170,352,267,3,69,0,13,6,9,1
OCNITA,2023-09-24,142,180,322,208,0,99,1,14,7,9,1
OCNITA,2023-09-25,90,103,193,113,0,65,0,15,1,9,0
OCNITA,2023-09-26,80,113,193,139,0,45,0,9,2,9,0
OCNITA,2023-09-27,93,100,193,161,0,20,0,12,3,9,0
OCNITA,2023-09-28,62,70,132,86,4,22,0,20,4,9,0
OCNITA,2023-09-29,71,87,158,110,0,37,0,11,5,9,0
OCNITA,2023-09-30,230,239,469,412,0,41,0,16,6,9,1
OCNITA,2023-10-01,108,114,222,138,2,70,0,12,7,10,1
OCNITA,2023-10-02,80,90,170,111,1,47,0,11,1,10,0
OCNITA,2023-10-03,61,81,142,108,0,22,0,12,2,10,0
OCNITA,2023-10-04,57,84,141,104,0,25,0,12,3,10,0
OCNITA,2023-10-05,87,119,206,159,0,37,1,9,4,10,0
OCNITA,2023-10-06,109,120,229,152,1,56,1,19,5,10,0
OCNITA,2023-10-07,178,181,359,310,0,40,1,8,6,10,1
OCNITA,2023-10-08,114,136,250,195,1,42,0,12,7,10,1
OCNITA,2023-10-09,81,80,161,131,4,18,0,8,1,10,0
OCNITA,2023-10-10,103,118,221,171,1,38,0,11,2,10,0
OCNITA,2023-10-11,102,101,203,134,1,49,4,15,3,10,0
OCNITA,2023-10-12,87,101,188,147,3,26,0,12,4,10,0
OCNITA,2023-10-13,84,86,170,125,0,36,1,8,5,10,0
OCNITA,2023-10-14,234,244,478,408,2,52,0,16,6,10,1
OCNITA,2023-10-15,89,94,183,151,0,23,1,8,7,10,1
OCNITA,2023-10-16,57,82,139,97,0,31,0,11,1,10,0
OCNITA,2023-10-17,63,68,131,104,0,17,2,8,2,10,0
OCNITA,2023-10-18,99,109,208,128,0,67,1,12,3,10,0
OCNITA,2023-10-19,68,95,163,113,0,37,0,13,4,10,0
OCNITA,2023-10-20,91,116,207,141,0,46,0,20,5,10,0
OCNITA,2023-10-21,190,210,400,357,2,24,2,15,6,10,1
OCNITA,2023-10-22,95,76,171,121,0,39,0,11,7,10,1
OCNITA,2023-10-23,57,75,132,80,0,38,4,10,1,10,0
OCNITA,2023-10-24,64,69,133,108,1,19,0,5,2,10,0
OCNITA,2023-10-25,87,118,205,150,1,40,0,14,3,10,0
OCNITA,2023-10-26,43,53,96,68,0,21,1,6,4,10,0
OCNITA,2023-10-27,89,98,187,126,1,47,2,11,5,10,0
OCNITA,2023-10-28,159,183,342,295,1,38,0,8,6,10,1
OCNITA,2023-10-29,117,133,250,205,0,35,1,9,7,10,1
OCNITA,2023-10-30,73,88,161,110,0,37,1,13,1,10,0
