pctf,data,intrare_day,iesire_day,total_day,car_in,car_out,bus_in,bus_out,light_trucks_in,light_trucks_out,trucks_in,trucks_out,zi_sapt,month,is_weekend
MIRNOE,2024-04-16,110,87,197,49,48,3,2,2,2,56,35,2,4,0
MIRNOE,2024-04-17,124,93,217,50,60,5,5,1,1,68,27,3,4,0
MIRNOE,2024-04-18,109,82,191,44,51,3,2,3,2,59,27,4,4,0
MIRNOE,2024-04-19,112,119,231,65,74,3,2,3,3,41,40,5,4,0
MIRNOE,2024-04-20,117,145,262,74,86,3,2,4,3,36,54,6,4,1
MIRNOE,2024-04-21,145,91,236,67,69,3,3,2,2,73,17,7,4,1
MIRNOE,2024-04-22,63,56,119,20,28,3,2,1,0,39,26,1,4,0
MIRNOE,2024-04-23,87,98,185,35,40,4,2,0,1,48,55,2,4,0
MIRNOE,2024-04-24,123,118,241,53,59,5,4,0,0,65,55,3,4,0
MIRNOE,2024-04-25,123,102,225,54,57,3,2,2,1,64,42,4,4,0
MIRNOE,2024-04-26,113,107,220,57,61,3,3,4,4,49,39,5,4,0
MIRNOE,2024-04-27,108,132,240,58,78,3,2,1,1,46,51,6,4,1
MIRNOE,2024-04-28,108,111,219,64,69,3,2,1,1,40,39,7,4,1
MIRNOE,2024-04-29,73,65,138,32,36,4,2,1,2,36,25,1,4,0
MIRNOE,2024-04-30,103,110,213,54,61,3,4,2,1,44,44,2,4,0
MIRNOE,2024-05-01,112,113,225,58,53,6,4,2,2,46,54,3,5,0
MIRNOE,2024-05-02,90,174,264,59,55,3,2,1,1,27,116,4,5,0
MIRNOE,2024-05-03,93,209,302,66,95,4,3,1,0,22,111,5,5,0
MIRNOE,2024-05-04,108,149,257,73,106,3,2,0,1,32,40,6,5,1
MIRNOE,2024-05-05,69,47,116,39,45,2,0,0,1,28,1,7,5,1
MIRNOE,2024-05-06,160,69,229,77,59,2,2,3,0,78,8,1,5,0
MIRNOE,2024-05-07,126,101,227,53,67,3,2,4,2,66,30,2,5,0
MIRNOE,2024-05-08,136,132,268,59,74,3,2,1,1,73,55,3,5,0
MIRNOE,2024-05-09,97,101,198,52,57,3,2,2,4,40,38,4,5,0
MIRNOE,2024-05-10,98,138,236,68,96,3,2,1,1,26,39,5,5,0
MIRNOE,2024-05-11,124,198,322,82,130,3,2,3,3,36,63,6,5,1
MIRNOE,2024-05-12,141,126,267,105,105,3,2,1,1,32,18,7,5,1
MIRNOE,2024-05-13,129,82,211,93,61,3,2,0,1,33,18,1,5,0
MIRNOE,2024-05-14,111,107,218,60,67,3,2,0,0,48,38,2,5,0
MIRNOE,2024-05-15,114,123,237,50,65,4,3,0,0,60,55,3,5,0
MIRNOE,2024-05-16,132,115,247,63,63,3,2,4,2,62,48,4,5,0
MIRNOE,2024-05-17,175,105,280,81,65,3,2,0,0,91,38,5,5,0
MIRNOE,2024-05-18,90,128,218,60,69,4,3,4,3,22,53,6,5,1
MIRNOE,2024-05-19,96,104,200,68,66,3,2,1,2,24,34,7,5,1
MIRNOE,2024-05-20,35,48,83,20,32,3,2,0,0,12,14,1,5,0
MIRNOE,2024-05-21,97,97,194,47,48,3,4,2,2,45,43,2,5,0
MIRNOE,2024-05-22,87,94,181,46,59,6,4,0,0,35,31,3,5,0
MIRNOE,2024-05-23,68,79,147,49,51,3,3,0,0,16,25,4,5,0
MIRNOE,2024-05-24,94,94,188,57,62,3,2,1,0,33,30,5,5,0
MIRNOE,2024-05-25,104,127,231,75,80,5,2,2,1,22,44,6,5,1
MIRNOE,2024-05-26,87,104,191,52,70,3,4,1,2,31,28,7,5,1
MIRNOE,2024-05-27,69,52,121,36,34,3,3,1,0,29,15,1,5,0
MIRNOE,2024-05-28,92,83,175,50,47,3,2,1,1,38,33,2,5,0
MIRNOE,2024-05-29,98,103,201,43,58,4,4,1,1,50,40,3,5,0
MIRNOE,2024-05-30,95,105,200,51,61,5,2,0,0,39,42,4,5,0
MIRNOE,2024-05-31,85,93,178,55,63,3,2,3,3,24,25,5,5,0
MIRNOE,2024-06-01,101,82,183,49,57,3,2,2,2,47,21,6,6,1
MIRNOE,2024-06-02,118,90,208,58,73,3,2,0,0,57,15,7,6,1
MIRNOE,2024-06-03,45,48,93,16,21,3,4,1,1,25,22,1,6,0
MIRNOE,2024-06-04,80,75,155,34,46,5,3,0,0,41,26,2,6,0
MIRNOE,2024-06-05,97,79,176,56,48,4,3,0,0,37,28,3,6,0
MIRNOE,2024-06-06,77,89,166,37,54,3,2,1,1,36,32,4,6,0
MIRNOE,2024-06-07,83,94,177,54,59,3,2,1,1,25,32,5,6,0
MIRNOE,2024-06-08,114,122,236,62,68,4,3,1,1,47,50,6,6,1
MIRNOE,2024-06-09,121,102,223,76,85,4,3,1,1,40,13,7,6,1
MIRNOE,2024-06-10,77,43,120,30,32,4,2,0,0,43,9,1,6,0
MIRNOE,2024-06-11,114,74,188,43,44,5,6,3,2,63,22,2,6,0
MIRNOE,2024-06-12,86,81,167,36,36,5,3,0,0,45,42,3,6,0
MIRNOE,2024-06-13,88,85,173,41,41,4,2,0,0,43,42,4,6,0
MIRNOE,2024-06-14,80,91,171,46,52,3,2,0,0,31,37,5,6,0
MIRNOE,2024-06-15,130,128,258,77,75,3,3,2,2,48,48,6,6,1
MIRNOE,2024-06-16,135,106,241,73,81,5,4,0,0,57,21,7,6,1
MIRNOE,2024-06-17,67,65,132,30,29,4,4,0,0,33,32,1,6,0
MIRNOE,2024-06-18,96,111,207,46,60,7,9,0,0,43,42,2,6,0
MIRNOE,2024-06-19,102,97,199,51,60,6,4,2,1,43,32,3,6,0
MIRNOE,2024-06-20,83,72,155,46,52,4,3,0,0,33,17,4,6,0
MIRNOE,2024-06-21,95,90,185,52,60,4,3,2,2,37,25,5,6,0
MIRNOE,2024-06-22,102,127,229,69,90,4,3,1,1,28,33,6,6,1
MIRNOE,2024-06-23,114,70,184,58,48,5,3,0,1,51,18,7,6,1
MIRNOE,2024-06-24,67,70,137,31,51,4,3,0,0,32,16,1,6,0
MIRNOE,2024-06-25,122,98,220,52,53,5,8,1,1,64,36,2,6,0
MIRNOE,2024-06-26,104,97,201,44,60,6,4,2,1,52,32,3,6,0
MIRNOE,2024-06-27,111,82,193,41,50,4,3,1,1,65,28,4,6,0
MIRNOE,2024-06-28,80,89,169,40,45,4,3,0,0,36,41,5,6,0
MIRNOE,2024-06-29,117,107,224,52,65,5,3,1,1,59,38,6,6,1
MIRNOE,2024-06-30,113,92,205,69,70,5,5,0,0,39,17,7,6,1
MIRNOE,2024-07-01,99,62,161,28,35,4,3,1,1,66,23,1,7,0
MIRNOE,2024-07-02,108,60,168,33,40,4,4,2,1,69,15,2,7,0
MIRNOE,2024-07-03,95,81,176,31,54,5,4,1,1,58,22,3,7,0
MIRNOE,2024-07-04,113,79,192,33,43,4,3,2,1,74,32,4,7,0
MIRNOE,2024-07-05,89,98,187,53,62,5,4,1,0,30,32,5,7,0
MIRNOE,2024-07-06,111,116,227,59,76,4,4,3,3,45,33,6,7,1
MIRNOE,2024-07-07,161,110,271,72,84,5,3,1,2,83,21,7,7,1
MIRNOE,2024-07-08,84,68,152,40,47,4,4,1,0,39,17,1,7,0
MIRNOE,2024-07-09,114,92,206,58,59,4,3,0,0,52,30,2,7,0
MIRNOE,2024-07-10,86,100,186,48,56,5,5,2,3,31,36,3,7,0
MIRNOE,2024-07-11,129,85,214,61,63,5,3,1,1,62,18,4,7,0
MIRNOE,2024-07-12,90,111,201,56,70,5,3,0,1,29,37,5,7,0
MIRNOE,2024-07-13,116,103,219,69,71,5,3,2,3,40,26,6,7,1
MIRNOE,2024-07-14,146,104,250,76,74,4,3,4,3,62,24,7,7,1
MIRNOE,2024-07-15,107,95,202,45,68,4,3,1,2,57,22,1,7,0
MIRNOE,2024-07-16,120,97,217,65,65,4,5,0,1,51,26,2,7,0
MIRNOE,2024-07-17,109,95,204,50,59,5,3,0,1,54,32,3,7,0
MIRNOE,2024-07-18,97,95,192,50,69,4,3,1,1,42,22,4,7,0
MIRNOE,2024-07-19,89,92,181,58,60,4,3,1,1,26,28,5,7,0
MIRNOE,2024-07-20,100,113,213,63,78,4,4,1,1,32,30,6,7,1
MIRNOE,2024-07-21,130,95,225,74,72,4,3,0,0,52,20,7,7,1
MIRNOE,2024-07-22,73,85,158,38,58,4,3,2,1,29,23,1,7,0
MIRNOE,2024-07-23,94,90,184,41,57,4,6,2,1,47,26,2,7,0
MIRNOE,2024-07-24,63,51,114,18,29,5,3,0,2,40,17,3,7,0
MIRNOE,2024-07-25,140,96,236,53,57,4,4,1,1,82,34,4,7,0
MIRNOE,2024-07-26,139,117,256,68,94,4,3,1,1,66,19,5,7,0
MIRNOE,2024-07-27,137,115,252,69,81,4,3,0,0,64,31,6,7,1
MIRNOE,2024-07-28,133,86,219,68,60,5,3,6,5,54,18,7,7,1
MIRNOE,2024-07-29,79,64,143,27,33,4,3,0,0,48,28,1,7,0
MIRNOE,2024-07-30,113,94,207,51,66,4,3,1,1,57,24,2,7,0
MIRNOE,2024-07-31,150,83,233,59,57,5,4,3,2,83,20,3,7,0
MIRNOE,2024-08-01,133,109,242,70,80,4,3,1,1,58,25,4,8,0
MIRNOE,2024-08-02,130,135,265,72,91,4,3,2,1,52,40,5,8,0
MIRNOE,2024-08-03,120,116,236,69,74,6,5,4,3,41,34,6,8,1
MIRNOE,2024-08-04,136,103,239,87,83,5,4,2,2,42,14,7,8,1
MIRNOE,2024-08-05,94,90,184,32,47,4,3,0,0,58,40,1,8,0
MIRNOE,2024-08-06,126,105,231,58,73,4,4,2,2,62,26,2,8,0
MIRNOE,2024-08-07,119,110,229,54,72,5,4,2,2,58,32,3,8,0
MIRNOE,2024-08-08,124,98,222,65,71,4,3,1,1,54,23,4,8,0
MIRNOE,2024-08-09,105,115,220,62,87,4,3,1,4,38,21,5,8,0
MIRNOE,2024-08-10,131,135,266,79,90,4,3,4,4,44,38,6,8,1
MIRNOE,2024-08-11,143,88,231,85,75,5,3,5,3,48,7,7,8,1
MIRNOE,2024-08-12,73,82,155,42,48,4,4,0,0,27,30,1,8,0
MIRNOE,2024-08-13,101,105,206,60,70,3,2,0,0,38,33,2,8,0
MIRNOE,2024-08-14,102,109,211,64,72,5,4,1,1,32,32,3,8,0
MIRNOE,2024-08-15,74,91,165,47,53,3,3,1,1,23,34,4,8,0
MIRNOE,2024-08-16,123,111,234,82,83,4,2,2,3,35,23,5,8,0
MIRNOE,2024-08-17,163,158,321,92,117,5,3,3,3,63,35,6,8,1
MIRNOE,2024-08-18,176,123,299,109,108,5,4,1,1,61,10,7,8,1
MIRNOE,2024-08-19,103,70,173,34,41,4,3,1,1,64,25,1,8,0
MIRNOE,2024-08-20,145,99,244,69,67,4,4,2,2,70,26,2,8,0
MIRNOE,2024-08-21,174,113,287,64,87,5,4,1,0,104,22,3,8,0
MIRNOE,2024-08-22,142,108,250,64,78,4,3,0,1,74,26,4,8,0
MIRNOE,2024-08-23,93,119,212,58,95,4,3,0,0,31,21,5,8,0
MIRNOE,2024-08-24,127,146,273,71,101,4,3,1,0,51,42,6,8,1
MIRNOE,2024-08-25,179,134,313,127,100,5,4,4,3,43,27,7,8,1
MIRNOE,2024-08-26,74,72,146,48,40,5,4,0,0,21,28,1,8,0
MIRNOE,2024-08-27,111,105,216,72,76,4,4,1,0,34,25,2,8,0
MIRNOE,2024-08-28,101,93,194,47,66,6,4,2,3,46,20,3,8,0
MIRNOE,2024-08-29,111,86,197,58,60,4,3,1,1,48,22,4,8,0
MIRNOE,2024-08-30,103,136,239,67,91,4,3,2,2,30,40,5,8,0
MIRNOE,2024-08-31,125,117,242,69,87,5,4,1,2,50,24,6,8,1
MIRNOE,2024-09-01,88,86,174,60,63,5,3,2,1,21,19,7,9,1
MIRNOE,2024-09-02,57,58,115,30,33,4,4,1,2,22,19,1,9,0
MIRNOE,2024-09-03,73,82,155,43,56,5,3,1,1,24,22,2,9,0
MIRNOE,2024-09-04,93,88,181,49,50,5,4,2,1,37,33,3,9,0
MIRNOE,2024-09-05,72,73,145,42,44,4,2,1,1,25,26,4,9,0
MIRNOE,2024-09-06,119,114,233,70,74,4,3,6,6,39,31,5,9,0
MIRNOE,2024-09-07,91,118,209,48,77,5,5,2,3,36,33,6,9,1
MIRNOE,2024-09-08,127,93,220,80,71,5,3,3,3,39,16,7,9,1
MIRNOE,2024-09-09,76,65,141,29,37,4,3,0,0,43,25,1,9,0
MIRNOE,2024-09-10,97,78,175,54,49,4,3,2,1,37,25,2,9,0
MIRNOE,2024-09-11,97,61,158,44,38,5,4,1,0,47,19,3,9,0
MIRNOE,2024-09-12,91,91,182,43,60,4,3,1,1,43,27,4,9,0
MIRNOE,2024-09-13,69,76,145,44,40,4,3,1,3,20,30,5,9,0
MIRNOE,2024-09-14,108,101,209,68,65,9,8,4,4,27,24,6,9,1
MIRNOE,2024-09-15,108,102,210,72,82,5,3,1,0,30,17,7,9,1
MIRNOE,2024-09-16,56,66,122,29,37,4,4,2,2,21,23,1,9,0
MIRNOE,2024-09-17,58,93,151,30,51,4,6,1,1,23,35,2,9,0
MIRNOE,2024-09-18,71,88,159,39,54,5,3,2,3,25,28,3,9,0
MIRNOE,2024-09-19,70,66,136,41,43,4,3,3,2,22,18,4,9,0
MIRNOE,2024-09-20,82,92,174,49,63,4,4,1,1,28,24,5,9,0
MIRNOE,2024-09-21,138,117,255,87,98,4,3,2,2,45,14,6,9,1
MIRNOE,2024-09-22,113,112,225,76,95,6,3,1,1,30,13,7,9,1
MIRNOE,2024-09-23,66,52,118,30,25,4,4,1,1,31,22,1,9,0
MIRNOE,2024-09-24,78,105,183,45,53,4,3,3,3,26,46,2,9,0
MIRNOE,2024-09-25,63,85,148,35,41,5,4,1,1,22,39,3,9,0
MIRNOE,2024-09-26,94,118,212,65,77,4,3,2,1,23,37,4,9,0
MIRNOE,2024-09-27,92,89,181,56,61,4,3,0,0,32,25,5,9,0
MIRNOE,2024-09-28,94,101,195,52,71,4,3,3,2,35,25,6,9,1
MIRNOE,2024-09-29,92,84,176,60,70,4,3,2,1,26,10,7,9,1
MIRNOE,2024-09-30,60,68,128,33,45,4,3,1,1,22,19,1,9,0
MIRNOE,2024-10-01,75,75,150,50,52,4,3,0,0,21,20,2,10,0
MIRNOE,2024-10-02,96,81,177,53,48,4,3,2,2,37,28,3,10,0
MIRNOE,2024-10-03,84,84,168,39,55,4,3,0,0,41,26,4,10,0
MIRNOE,2024-10-04,101,103,204,67,77,5,3,0,0,29,23,5,10,0
MIRNOE,2024-10-05,103,132,235,65,88,5,6,4,5,29,33,6,10,1
MIRNOE,2024-10-06,111,86,197,75,69,4,4,1,1,31,12,7,10,1
MIRNOE,2024-10-07,94,66,160,33,47,5,3,2,3,54,13,1,10,0
MIRNOE,2024-10-08,104,98,202,49,65,4,7,2,1,49,25,2,10,0
MIRNOE,2024-10-09,75,70,145,41,47,4,4,3,5,27,14,3,10,0
MIRNOE,2024-10-10,112,100,212,55,64,4,3,1,1,52,32,4,10,0
MIRNOE,2024-10-11,96,105,201,65,74,4,3,0,1,27,27,5,10,0
MIRNOE,2024-10-12,134,138,272,86,108,4,3,3,2,41,25,6,10,1
MIRNOE,2024-10-13,155,122,277,100,107,4,3,2,2,49,10,7,10,1
MIRNOE,2024-10-14,99,60,159,46,44,4,3,0,0,49,13,1,10,0
MIRNOE,2024-10-15,95,98,193,39,54,6,5,1,1,49,38,2,10,0
MIRNOE,2024-10-16,111,94,205,47,52,5,5,1,0,58,37,3,10,0
MIRNOE,2024-10-17,125,98,223,51,51,4,3,1,1,69,43,4,10,0
MIRNOE,2024-10-18,98,94,192,49,61,5,3,3,5,41,25,5,10,0
MIRNOE,2024-10-19,114,115,229,63,66,4,3,4,3,43,43,6,10,1
MIRNOE,2024-10-20,128,95,223,69,75,4,3,3,2,52,15,7,10,1
MIRNOE,2024-10-21,61,55,116,26,36,4,4,1,1,30,14,1,10,0
MIRNOE,2024-10-22,92,99,191,58,66,4,4,0,1,30,28,2,10,0
MIRNOE,2024-10-23,99,89,188,45,56,5,3,0,0,49,30,3,10,0
MIRNOE,2024-10-24,100,81,181,52,51,4,4,1,1,43,25,4,10,0
MIRNOE,2024-10-25,86,94,180,53,63,4,3,0,0,29,28,5,10,0
MIRNOE,2024-10-26,104,129,233,51,83,6,4,4,3,43,39,6,10,1
MIRNOE,2024-10-27,130,106,236,79,70,5,4,1,1,45,31,7,10,1
MIRNOE,2024-10-28,110,62,172,45,37,4,4,2,0,59,21,1,10,0
MIRNOE,2024-10-29,108,81,189,53,55,4,3,1,1,50,22,2,10,0
MIRNOE,2024-10-30,108,90,198,39,54,4,3,1,0,64,33,3,10,0
MIRNOE,2024-10-31,100,76,176,38,47,4,3,2,3,56,23,4,10,0
MIRNOE,2024-11-01,90,82,172,48,52,4,3,0,1,38,26,5,11,0
MIRNOE,2024-11-02,139,116,255,75,80,5,4,2,2,57,30,6,11,1
MIRNOE,2024-11-03,116,70,186,56,58,5,5,0,0,55,7,7,11,1
MIRNOE,2024-11-04,72,68,140,26,40,4,5,1,1,41,22,1,11,0
MIRNOE,2024-11-05,107,94,201,36,43,4,3,3,0,64,48,2,11,0
MIRNOE,2024-11-06,117,84,201,51,51,5,3,4,3,57,27,3,11,0
MIRNOE,2024-11-07,86,84,170,35,44,4,3,2,2,45,35,4,11,0
MIRNOE,2024-11-08,104,116,220,81,89,4,3,3,2,16,22,5,11,0
MIRNOE,2024-11-09,101,101,202,54,59,4,3,2,1,41,38,6,11,1
MIRNOE,2024-11-10,160,119,279,94,103,4,3,1,1,61,12,7,11,1
MIRNOE,2024-11-11,87,70,157,28,46,5,4,0,0,54,20,1,11,0
MIRNOE,2024-11-12,94,66,160,43,45,4,4,2,2,45,15,2,11,0
MIRNOE,2024-11-13,82,77,159,45,54,6,4,0,1,31,18,3,11,0
MIRNOE,2024-11-14,78,80,158,41,50,4,3,1,1,32,26,4,11,0
MIRNOE,2024-11-15,109,96,205,56,63,4,4,1,2,48,27,5,11,0
MIRNOE,2024-11-16,114,103,217,53,73,6,4,6,4,49,22,6,11,1
MIRNOE,2024-11-17,137,102,239,82,78,5,5,0,2,50,17,7,11,1
MIRNOE,2024-11-18,83,49,132,27,34,4,3,0,0,52,12,1,11,0
MIRNOE,2024-11-19,127,68,195,45,54,4,5,3,2,75,7,2,11,0
MIRNOE,2024-11-20,98,83,181,45,54,5,3,1,1,47,25,3,11,0
MIRNOE,2024-11-21,103,72,175,37,47,4,3,1,1,61,21,4,11,0
MIRNOE,2024-11-22,143,77,220,51,51,4,3,2,2,86,21,5,11,0
MIRNOE,2024-11-23,140,111,251,77,76,4,3,3,4,56,28,6,11,1
MIRNOE,2024-11-24,137,87,224,77,59,4,3,1,1,55,24,7,11,1
MIRNOE,2024-11-25,62,55,117,27,37,4,4,0,0,31,14,1,11,0
MIRNOE,2024-11-26,75,76,151,36,43,4,5,0,0,35,28,2,11,0
MIRNOE,2024-11-27,78,60,138,45,40,5,4,0,0,28,16,3,11,0
MIRNOE,2024-11-28,61,69,130,28,53,4,2,0,1,29,13,4,11,0
MIRNOE,2024-11-29,68,68,136,40,47,4,3,2,1,22,17,5,11,0
MIRNOE,2024-11-30,115,74,189,57,51,5,3,2,2,51,18,6,11,1
MIRNOE,2024-12-01,93,71,164,50,63,4,3,0,0,39,5,7,12,1
MIRNOE,2024-12-02,73,58,131,29,35,4,3,0,0,40,20,1,12,0
MIRNOE,2024-12-03,83,83,166,38,46,4,4,3,2,38,31,2,12,0
MIRNOE,2024-12-04,98,74,172,53,47,6,3,2,0,37,24,3,12,0
MIRNOE,2024-12-05,69,71,140,42,40,4,3,1,0,22,28,4,12,0
MIRNOE,2024-12-06,85,76,161,42,45,4,3,1,1,38,27,5,12,0
MIRNOE,2024-12-07,105,119,224,67,78,5,5,3,3,30,33,6,12,1
MIRNOE,2024-12-08,113,76,189,59,64,4,3,2,2,48,7,7,12,1
MIRNOE,2024-12-09,56,46,102,31,31,4,4,0,0,21,11,1,12,0
MIRNOE,2024-12-10,79,73,152,47,52,4,5,1,0,27,16,2,12,0
MIRNOE,2024-12-11,81,63,144,39,45,5,4,0,0,37,14,3,12,0
MIRNOE,2024-12-12,92,64,156,52,49,5,3,0,0,35,12,4,12,0
MIRNOE,2024-12-13,98,112,210,55,64,4,4,1,1,38,43,5,12,0
MIRNOE,2024-12-14,109,126,235,78,87,6,4,1,1,24,34,6,12,1
MIRNOE,2024-12-15,102,80,182,67,68,4,3,1,2,30,7,7,12,1
MIRNOE,2024-12-16,93,58,151,38,38,4,4,1,1,50,15,1,12,0
MIRNOE,2024-12-17,113,88,201,55,58,6,5,2,1,50,24,2,12,0
MIRNOE,2024-12-18,100,79,179,56,63,5,3,0,0,39,13,3,12,0
MIRNOE,2024-12-19,84,95,179,54,75,4,3,0,0,26,17,4,12,0
MIRNOE,2024-12-20,86,88,174,52,57,4,3,1,2,29,26,5,12,0
MIRNOE,2024-12-21,100,125,225,64,74,4,3,3,3,29,45,6,12,1
MIRNOE,2024-12-22,98,82,180,71,67,4,3,0,0,23,12,7,12,1
MIRNOE,2024-12-23,69,60,129,45,48,4,3,1,0,19,9,1,12,0
MIRNOE,2024-12-24,96,116,212,71,58,4,5,0,0,21,53,2,12,0
MIRNOE,2024-12-25,121,113,234,64,80,6,5,1,1,50,27,3,12,0
MIRNOE,2024-12-26,94,76,170,62,64,4,4,0,0,28,8,4,12,0
MIRNOE,2024-12-27,127,106,233,79,81,4,3,1,0,43,22,5,12,0
MIRNOE,2024-12-28,119,120,239,90,92,6,4,3,5,20,19,6,12,1
MIRNOE,2024-12-29,82,96,178,67,65,4,3,1,1,10,27,7,12,1
MIRNOE,2024-12-30,50,52,102,39,36,6,4,1,1,4,11,1,12,0
MIRNOE,2024-12-31,34,42,76,26,23,5,3,1,0,2,16,2,12,0
MIRNOE,2025-01-01,18,23,41,15,19,1,2,0,0,2,2,3,1,0
MIRNOE,2025-01-02,44,54,98,28,47,4,4,0,0,12,3,4,1,0
MIRNOE,2025-01-03,66,75,141,46,61,5,3,0,0,15,11,5,1,0
MIRNOE,2025-01-04,90,92,182,47,78,4,3,1,1,38,10,6,1,1
MIRNOE,2025-01-05,66,62,128,43,51,6,3,1,2,16,6,7,1,1
MIRNOE,2025-01-06,40,63,103,24,51,4,3,0,0,12,9,1,1,0
MIRNOE,2025-01-07,60,65,125,35,50,4,3,2,1,19,11,2,1,0
MIRNOE,2025-01-08,119,65,184,57,52,6,5,2,3,54,5,3,1,0
MIRNOE,2025-01-09,97,74,171,46,57,4,3,2,1,45,13,4,1,0
MIRNOE,2025-01-10,84,70,154,33,49,4,4,1,2,46,15,5,1,0
MIRNOE,2025-01-11,107,94,201,57,69,4,3,2,2,44,20,6,1,1
MIRNOE,2025-01-12,102,83,185,66,72,4,3,0,0,32,8,7,1,1
MIRNOE,2025-01-13,60,45,105,27,32,4,4,1,0,28,9,1,1,0
MIRNOE,2025-01-14,82,54,136,31,36,4,4,3,2,44,12,2,1,0
MIRNOE,2025-01-15,75,64,139,38,44,5,3,0,0,32,17,3,1,0
MIRNOE,2025-01-16,60,60,120,36,44,4,3,1,2,19,11,4,1,0
MIRNOE,2025-01-17,63,72,135,39,52,5,3,1,1,18,16,5,1,0
MIRNOE,2025-01-18,87,91,178,49,61,4,3,3,3,31,24,6,1,1
MIRNOE,2025-01-19,89,76,165,56,64,5,4,0,0,28,8,7,1,1
MIRNOE,2025-01-20,47,60,107,23,42,4,3,0,0,20,15,1,1,0
MIRNOE,2025-01-21,64,51,115,36,38,4,4,0,0,24,9,2,1,0
MIRNOE,2025-01-22,46,70,116,24,35,5,3,2,1,15,31,3,1,0
MIRNOE,2025-01-23,82,89,171,53,67,4,3,0,0,25,19,4,1,0
MIRNOE,2025-01-24,60,64,124,39,36,4,3,1,0,16,25,5,1,0
MIRNOE,2025-01-25,96,77,173,56,59,5,3,1,1,34,14,6,1,1
MIRNOE,2025-01-26,111,78,189,62,70,5,3,0,0,44,5,7,1,1
MIRNOE,2025-01-27,72,62,134,36,47,4,3,0,0,32,12,1,1,0
MIRNOE,2025-01-28,97,69,166,45,48,4,3,1,1,47,17,2,1,0
MIRNOE,2025-01-29,73,67,140,27,38,5,4,1,1,40,24,3,1,0
MIRNOE,2025-01-30,63,56,119,36,34,4,3,0,0,23,19,4,1,0
MIRNOE,2025-01-31,96,62,158,51,42,4,3,0,0,41,17,5,1,0
MIRNOE,2025-02-01,94,95,189,55,67,5,5,0,0,34,23,6,2,1
MIRNOE,2025-02-02,100,65,165,56,49,4,3,3,0,37,13,7,2,1
MIRNOE,2025-02-03,43,62,105,21,41,4,3,1,1,17,17,1,2,0
MIRNOE,2025-02-04,68,62,130,43,44,4,4,0,0,21,14,2,2,0
MIRNOE,2025-02-05,69,65,134,34,47,5,3,1,1,29,14,3,2,0
MIRNOE,2025-02-06,82,66,148,41,42,4,3,1,2,36,19,4,2,0
MIRNOE,2025-02-07,78,66,144,47,50,4,3,0,0,27,13,5,2,0
MIRNOE,2025-02-08,105,76,181,61,60,4,3,1,1,39,12,6,2,1
MIRNOE,2025-02-09,98,72,170,50,66,4,3,0,0,44,3,7,2,1
MIRNOE,2025-02-10,40,39,79,14,25,4,3,1,1,21,10,1,2,0
MIRNOE,2025-02-11,65,53,118,39,31,4,4,0,0,22,18,2,2,0
MIRNOE,2025-02-12,75,64,139,36,45,5,3,0,0,34,16,3,2,0
MIRNOE,2025-02-13,84,68,152,42,51,4,3,0,1,38,13,4,2,0
MIRNOE,2025-02-14,76,77,153,43,53,5,3,1,1,27,20,5,2,0
MIRNOE,2025-02-15,76,73,149,47,55,5,3,3,2,21,13,6,2,1
MIRNOE,2025-02-16,82,66,148,42,52,5,5,1,1,34,8,7,2,1
MIRNOE,2025-02-17,43,58,101,21,27,4,5,0,0,18,26,1,2,0
MIRNOE,2025-02-18,65,70,135,28,40,4,4,2,1,31,25,2,2,0
MIRNOE,2025-02-19,49,64,113,28,33,5,4,1,1,15,26,3,2,0
MIRNOE,2025-02-20,76,80,156,44,45,4,3,3,3,25,29,4,2,0
MIRNOE,2025-02-21,65,80,145,39,44,4,3,2,3,20,30,5,2,0
MIRNOE,2025-02-22,68,80,148,34,53,4,4,2,1,28,22,6,2,1
MIRNOE,2025-02-23,58,64,122,42,49,4,3,0,0,12,12,7,2,1
MIRNOE,2025-02-24,59,64,123,31,35,4,4,0,0,24,25,1,2,0
MIRNOE,2025-02-25,72,56,128,36,40,4,3,0,1,32,12,2,2,0
MIRNOE,2025-02-26,69,60,129,28,39,5,3,0,0,36,18,3,2,0
MIRNOE,2025-02-27,62,75,137,37,38,4,3,1,1,20,33,4,2,0
MIRNOE,2025-02-28,58,73,131,38,48,4,3,0,1,16,21,5,2,0
MIRNOE,2025-03-01,102,87,189,56,63,4,3,2,3,40,18,6,3,1
MIRNOE,2025-03-02,66,44,110,43,34,4,5,0,0,19,5,7,3,1
MIRNOE,2025-03-03,53,69,122,22,38,4,3,0,0,27,28,1,3,0
MIRNOE,2025-03-04,81,71,152,37,45,4,5,0,1,40,20,2,3,0
MIRNOE,2025-03-05,73,64,137,33,44,5,4,1,0,34,16,3,3,0
MIRNOE,2025-03-06,59,62,121,31,46,4,3,0,0,24,13,4,3,0
MIRNOE,2025-03-07,81,104,185,51,68,4,3,0,0,26,33,5,3,0
MIRNOE,2025-03-08,69,101,170,53,62,5,4,0,1,11,34,6,3,1
MIRNOE,2025-03-09,93,72,165,63,62,4,5,2,2,24,3,7,3,1
MIRNOE,2025-03-10,29,47,76,14,18,4,3,0,1,11,25,1,3,0
MIRNOE,2025-03-11,81,64,145,35,40,4,4,2,3,40,17,2,3,0
MIRNOE,2025-03-12,71,77,148,44,40,5,3,0,1,22,33,3,3,0
